id,source_es,source_en,name,description,reviewed
face_ivory,Marfil Real — Calidez clásica del marfil.,Royal Ivory — Classic ivory warmth.,Ivoire Royal,Chaleur ivoire classique.,no
face_cream,Crema Suave — Suavidad natural y relajante.,Soft Cream — Natural and relaxing softness.,Crème Douce,Douceur naturelle et relaxante.,no
face_mint,Menta Fresca — Frescura verde y limpia.,Fresh Mint — Green and clean freshness.,Menthe fraîche,Fraîcheur verte et propre.,no
face_sky,Cielo Claro — Azul cielo despejado.,Clear Sky — Clear sky blue.,Ciel clair,Bleu ciel clair.,no
face_rose,Rosa Suave — Tono rosado elegante y delicado.,Soft Pink — Elegant and delicate pink tone.,Rose tendre,Ton rose élégant et délicat.,no
face_lavender,Lavanda — Malva suave y relajante.,Lavender — Soft and relaxing mauve.,Lavande,Mauve doux et relaxant.,no
face_peach,Durazno — Cálido y vibrante color durazno.,Peach — Warm and vibrant peach color.,Pêche,Couleur pêche chaude et vibrante.,no
face_sand,Arena Cálida — Calidez del desierto en tus manos.,Warm Sand — Desert warmth in your hands.,Sable chaud,La chaleur du désert dans vos mains.,no
face_steel,Acero Suave — Gris metálico moderno.,Mild Steel — Modern metallic grey.,Acier doux,Gris métallisé moderne.,no
face_linen,Lino Natural — Textura natural de tejido de lino.,Natural Linen — Natural linen fabric texture.,Lin naturel,Texture de tissu en lin naturel.,no
face_paper,Papel Antiguo — Textura de papel envejecido.,Old Paper — Aged paper texture.,Vieux papier,Texture du papier vieilli.,no
face_snow,Nieve Pura — Blanco inmaculado como la nieve.,Pure Snow — Immaculate white as snow.,Neige pure,Blanc immaculé comme neige.,no
face_ash,Gris Ceniza — Gris tenue y minimalista.,Ash Gray — Soft and minimalist gray.,Gris cendré,Gris doux et minimaliste.,no
face_sepia,Sepia Retro — Tono fotográfico vintage.,Retro Sepia — Vintage photo tone.,Sépia rétro,Ton photo vintage.,no
face_champagne,Champán — Brillo dorado de celebración.,Champagne — Celebratory golden glitter.,Champagne,Paillettes dorées festives.,no
face_blush,Rubor — Rosa pálido elegante.,Blush — Elegant pale pink.,Rougir,Rose pâle élégant.,no
face_fog,Neblina — Gris azulado como la niebla.,Fog — Blue-gray like fog.,Brouillard,Bleu-gris comme du brouillard.,no
face_sage,Salvia Herbal — Verde grisáceo herbal.,Herbal Sage — Herbal grayish green.,Sauge aux herbes,Vert grisâtre herbacé.,no
face_buff,Ante Claro — Amarillo suave cálido.,Light Suede — Warm soft yellow.,Daim clair,Jaune doux et chaud.,no
face_casino_red,Casino Rojo — Estilo de los grandes casinos.,Red Casino — Big casino style.,Casino rouge,Style grand casino.,no
face_navy_gold,Azul Marino Dorado — Elegancia náutica de alta clase.,Golden Navy Blue — High class nautical elegance.,Bleu Marine Doré,Élégance nautique de grande classe.,no
face_emerald,Esmeralda Casino — Verde rico de casino de lujo.,Emerald Casino — Rich luxury casino green.,Casino Émeraude,Vert de casino de luxe riche.,no
face_crimson,Carmesí Elegante — Rojo profundo y dominante.,Elegant Crimson — Deep and dominant red.,Pourpre élégant,Rouge profond et dominant.,no
face_cobalt,Cobalto Profundo — Azul cobalto de artista.,Deep Cobalt — Artist's cobalt blue.,Cobalt profond,Bleu cobalt de l'artiste.,no
face_forest,Bosque Oscuro — Verde intenso del bosque profundo.,Dark Forest — Intense green of the deep forest.,Forêt sombre,Vert intense de la forêt profonde.,no
face_sunset2,Atardecer — Mezcla cálida de naranja y rosa.,Sunset — Warm mix of orange and pink.,Coucher de soleil,Mélange chaleureux d'orange et de rose.,no
face_midnight,Medianoche — Azul oscuro de la noche profunda.,Midnight — Dark blue of the deep night.,Minuit,Bleu foncé de la nuit profonde.,no
face_autumn,Otoño Dorado — Colores cálidos de la temporada.,Golden Autumn — Warm colors of the season.,Automne doré,Couleurs chaudes de la saison.,no
face_winter,Invierno Frío — Tonos fríos del invierno.,Cold Winter — Cold winter tones.,Hiver froid,Tons froids de l'hiver.,no
face_spring,Primavera — Flores y vida del renacer.,Spring — Flowers and life of rebirth.,Printemps,Fleurs et vie de renaissance.,no
face_summer,Verano Brillante — Calor y colores vivos del verano.,Bright Summer — Heat and bright colors of summer.,Été lumineux,Chaleur et couleurs vives de l’été.,no
face_royal_blue,Azul Real — Dignidad real del tono azul.,Royal Blue — Royal dignity of the blue tone.,Bleu roi,Dignité royale du ton bleu.,no
face_burgundy,Borgoña — Rojo vino sofisticado.,Burgundy — Sophisticated wine red.,Bourgogne,Vin rouge sophistiqué.,no
face_teal,Verde Azulado — Frescura del mar tropical.,Teal Green — Freshness of the tropical sea.,Vert sarcelle,Fraîcheur de la mer tropicale.,no
face_terracotta,Terracota — Calidez de la arcilla cocida.,Terracotta — Warmth of fired clay.,Terre cuite,Chaleur de l'argile cuite.,no
face_slate,Pizarra — Gris azulado moderno y formal.,Blackboard — Modern and formal blue gray.,Tableau noir,Gris bleu moderne et formel.,no
face_olive,Oliva — Verde militar clásico.,Olive — Classic military green.,Olivier,Vert militaire classique.,no
face_plum,Ciruela — Morado oscuro intenso.,Plum — Intense dark purple.,Prune,Pourpre foncé intense.,no
face_sienna,Siena — Marrón rojizo de tierra italiana.,Sienna — Reddish brown from Italian soil.,Sienne,Brun rougeâtre du sol italien.,no
face_denim,Mezclilla — Azul jeans atemporal y casual.,Denim — Timeless and casual blue jeans.,Jean,Un jean bleu intemporel et décontracté.,no
face_jade,Jade Sagrado — Verde jade del lejano oriente.,Sacred Jade — Jade green from the Far East.,Jade sacré,Vert jade d'Extrême-Orient.,no
face_amber,Ámbar — Dorado cálido de resina fósil.,Amber — Fossil resin warm gold.,Ambre,Or chaud en résine fossile.,no
face_charcoal,Carbón — Gris oscuro con elegancia sobria.,Coal — Dark gray with understated elegance.,Charbon,Gris foncé avec une élégance discrète.,no
face_ocean,Océano — Azul profundo del mar abierto.,Ocean — Deep blue of the open sea.,Océan,Bleu profond du large.,no
face_rose_gold,Oro Rosa — Elegancia de oro rosado.,Rose Gold — Rose gold elegance.,Or Rose,L'élégance de l'or rose.,no
face_arctic,Ártico — Frío y cristalino como el hielo.,Arctic — Cold and crystalline like ice.,Arctique,Froid et cristallin comme la glace.,no
face_parchment,Pergamino — Histórico pergamino medieval.,Parchment — Historic medieval parchment.,Parchemin,Parchemin médiéval historique.,no
face_steel_blue,Acero Azul — Azul metálico industrial.,Blue Steel — Industrial metallic blue.,Acier bleu,Bleu métallisé industriel.,no
face_copper,Cobre Bruñido — Calidez oxidada del metal cobre.,Burnished Copper — Oxidized warmth of copper metal.,Cuivre bruni,Chaleur oxydée du métal cuivré.,no
face_neon_blue,Neón Azul — Luz azul neón eléctrica.,Neon Blue — Electric neon blue light.,Bleu Néon,Lumière bleue néon électrique.,no
face_neon_green,Neón Verde — Verde fluorescente electrizante.,Neon Green — Electrifying fluorescent green.,Vert Néon,Vert fluorescent électrisant.,no
face_neon_red,Neón Rojo — Rojo ardiente hipnótico.,Neon Red — Hypnotic fiery red.,Rouge Néon,Rouge ardent hypnotique.,no
face_galaxy,Galaxia — El universo en cada carta.,Galaxy — The universe in each card.,Galaxie,L'univers dans chaque carte.,no
face_cyberpunk,Cyberpunk — Futuro distópico neón.,Cyberpunk — Neon dystopian future.,Cyberpunk,Un avenir dystopique au néon.,no
face_lava,Lava Volcánica — Fuego y destrucción a tu favor.,Volcanic Lava — Fire and destruction in your favor.,Lave volcanique,Feu et destruction en votre faveur.,no
face_toxic,Tóxico — Venenoso y peligroso.,Toxic — Poisonous and dangerous.,Toxique,Toxique et dangereux.,no
face_shadow,Sombra Oscura — Oscuridad que inspira temor.,Dark Shadow — Darkness that inspires fear.,Ombre sombre,Des ténèbres qui inspirent la peur.,no
face_amethyst,Amatista — Gema violeta misteriosa y profunda.,Amethyst — Mysterious and deep violet gem.,Améthyste,Gemme mystérieuse et violette profonde.,no
face_sapphire,Zafiro Oscuro — Azul zafiro de joya real.,Dark Sapphire — Royal jewel sapphire blue.,Saphir foncé,Bijou royal bleu saphir.,no
face_ruby,Rubí — Rojo rubí de piedra preciosa.,Ruby — Ruby red gemstone.,Rubis,Pierre précieuse rouge rubis.,no
face_jade_dark,Jade Imperial — Jade oscuro del palacio imperial.,Imperial Jade — Dark jade from the imperial palace.,Jade Impérial,Jade foncé du palais impérial.,no
face_aurora,Aurora Boreal — Luces polares iridiscentes.,Aurora Borealis — Iridescent polar lights.,Aurores boréales,Aurores polaires irisées.,no
face_plasma,Plasma — Estado de la materia incandescente.,Plasma — State of incandescent matter.,Plasma,État de matière incandescente.,no
face_abyss,Abismo — Profundidad oscura sin fondo.,Abyss — Bottomless dark depth.,Abîme,Une profondeur sombre sans fond.,no
face_sunset_epic,Atardecer Épico — El atardecer más intenso jamás visto.,Epic Sunset — The most intense sunset ever seen.,Coucher de soleil épique,Le coucher de soleil le plus intense jamais vu.,no
face_storm,Tormenta Eléctrica — Rayos y poder en cada naipe.,Electrical Storm — Lightning and power in each card.,Tempête électrique,Foudre et puissance dans chaque carte.,no
face_ice_fire,Fuego y Hielo — La dualidad de dos extremos.,Fire and Ice — The duality of two extremes.,Feu et glace,La dualité de deux extrêmes.,no
face_matrix,Matriz Digital — Código binario en cada carta.,Digital Matrix — Binary code on each card.,Matrice numérique,Code binaire sur chaque carte.,no
face_obsidian,Obsidiana — Vidrio volcánico negro perfecto.,Obsidian — Perfect black volcanic glass.,Obsidienne,Verre volcanique noir parfait.,no
face_deep_space,Espacio Profundo — El vacío eterno entre estrellas.,Deep Space — The eternal void between stars.,Espace profond,Le vide éternel entre les étoiles.,no
face_neon_gold,Oro Neón — Dorado brillante bajo luz neón.,Neon Gold — Shiny gold under neon light.,Néon Or,Or brillant sous la lumière du néon.,no
face_vortex,Vórtice — Espiral de energía hipnótica.,Vortex — Hypnotic energy spiral.,Vortex,Spirale énergétique hypnotique.,no
face_blaze,Llamas — Fuego ardiente y consumidor.,Flames — Burning and consuming fire.,Flammes,Feu brûlant et dévorant.,no
face_prism,Prisma — Espectro completo de color.,Prism — Full color spectrum.,Prisme,Spectre de couleurs complet.,no
face_royal_gold,Oro Real — Lujo absoluto de los reyes.,Royal Gold — Absolute luxury of kings.,Or Royal,Luxe absolu des rois.,no
face_blood_moon,Luna de Sangre — Eclipse total de poder oscuro.,Blood Moon — Total eclipse of dark power.,Lune de sang,Éclipse totale du pouvoir obscur.,no
face_nether,Inframundo — Oscuridad infernal más allá del velo.,Underworld — Infernal darkness beyond the veil.,Monde souterrain,Ténèbres infernales au-delà du voile.,no
face_void,El Vacío — La nada absoluta del cosmos.,The Void — The absolute nothingness of the cosmos.,Le vide,Le néant absolu du cosmos.,no
face_singularity,Singularidad — El punto de no retorno del universo.,Singularity — The point of no return of the universe.,Singularité,Le point de non-retour de l'univers.,no
face_celestial,Celestial — Luz divina de los cielos.,Heavenly — Divine light of the heavens.,Céleste,Lumière divine des cieux.,no
face_hellfire,Fuego del Averno — Las llamas eternas del infierno.,Fire of Hell — The eternal flames of hell.,Feu de l'enfer,Les flammes éternelles de l'enfer.,no
face_nirvana,Nirvana — Paz absoluta e iluminación total.,Nirvana — Absolute peace and total enlightenment.,Nirvana,Paix absolue et illumination totale.,no
face_titan,Titán — El poder de los titanes ancestrales.,Titan — The power of the ancient titans.,Titane,Le pouvoir des anciens titans.,no
face_supernova,Supernova — Explosión estelar de energía pura.,Supernova — Stellar explosion of pure energy.,Supernova,Explosion stellaire d'énergie pure.,no
face_myth,Mitología — Cartas de los dioses y héroes.,Mythology — Letters from the gods and heroes.,Mythologie,Lettres des dieux et des héros.,no
face_arcane,Arcano — Magia prohibida en cada carta.,Arcane — Forbidden magic in each card.,Arcane,Magie interdite dans chaque carte.,no
face_eternal,Eterno — Trasciende el tiempo y el espacio.,Eternal — Transcends time and space.,Éternel,Transcend le temps et l’espace.,no
face_godlike,Divino — Solo los mejores merecen estas cartas.,Divine — Only the best deserve these cards.,Divin,Seuls les meilleurs méritent ces cartes.,no
face_omega,Omega — El diseño final. La perfección suprema.,Omega — The final design. The supreme perfection.,Oméga,La conception finale. La perfection suprême.,no
